Season,Agency,Date,Time,Station,Field Rep,Depth [m],Time [s],Descent rate [m/s],Temperature [°C],Conductivity [S/m],Salinity [psu],Density (å-theta),pH,Oxygen [mg/L],SBE DO sat [mg/L],SBE DO sat [%],Transmissivity [%],SBE Beam C [1/m],Chl-a [ug/L],Voltage-Chl-a [V],CDOM [ug/L],Voltage-CDOM [V],Ammonia-N [mg/L],Total Colif. [MPN/100mL],E. coli [MPN/100mL],Enterococci [MPN/100mL]
Summer,Hyperion,8/10/2018,10:03:00,3204,1,63,216.10001,0.59,12.22,3.875,33.554,25.426,8.23,5.92,8.69,68.12,89.22,0.456,0.3,0.1392,0.27,0.1191,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,64,217.7,0.79,12.13,3.866,33.558,25.447,8.23,5.79,8.7,66.5,89.39,0.449,0.27,0.1342,0.26,0.1184,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,65,218.89999,0.85,12.03,3.858,33.56,25.466,8.22,5.72,8.72,65.59,89.38,0.449,0.26,0.1319,0.26,0.1182,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,66,220.39999,0.53,11.94,3.85,33.565,25.488,8.21,5.57,8.74,63.78,89.32,0.452,0.22,0.1243,0.27,0.119,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,67,222.2,0.63,11.89,3.846,33.566,25.498,8.2,5.34,8.75,61.07,89.26,0.454,0.18,0.1164,0.3,0.1209,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,68,223.5,0.92,11.86,3.843,33.569,25.505,8.19,5.24,8.75,59.92,88.87,0.472,0.13,0.1066,0.37,0.1259,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,69,224.8,0.68,11.86,3.843,33.569,25.506,8.18,5.2,8.75,59.38,88.2,0.502,0.12,0.1035,0.38,0.1267,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,70,226.8,0.44,11.85,3.843,33.569,25.507,8.17,5.16,8.75,58.96,87.63,0.528,0.11,0.1013,0.38,0.1269,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,71,228.5,0.88,11.85,3.842,33.57,25.508,8.17,5.13,8.75,58.62,86.68,0.572,0.1,0.0996,0.41,0.1289,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,72,229.8,0.75,11.84,3.842,33.57,25.509,8.17,5.14,8.75,58.74,86.13,0.597,0.09,0.0987,0.42,0.1293,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,73,231.10001,0.68,11.84,3.842,33.57,25.511,8.17,5.15,8.76,58.81,85.79,0.613,0.09,0.0983,0.42,0.1293,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,74,233.60001,0.3,11.83,3.841,33.571,25.512,8.17,5.14,8.76,58.73,86.02,0.602,0.09,0.0978,0.42,0.1295,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:03:00,3204,1,75,237.2,0.16,11.8,3.838,33.572,25.519,8.17,5.12,8.76,58.37,86.32,0.588,0.09,0.0971,0.4,0.1285,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,1,105,0.35,23.59,4.997,33.755,22.819,8.25,8.15,6.97,116.62,78.59,0.964,1.06,0.2916,0.22,0.1155,0.01,5,NaN,5
Summer,Hyperion,8/10/2018,10:23:00,3205,1,2,107.1,0.4,23.43,4.979,33.74,22.853,8.24,8.24,6.99,117.58,78.62,0.962,1.09,0.2985,0.21,0.1149,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,3,109.5,0.46,22.75,4.909,33.729,23.043,8.25,8.35,7.08,117.75,79.98,0.894,1.09,0.2981,0.23,0.116,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,4,111.8,0.44,22.57,4.891,33.73,23.094,8.25,8.39,7.1,117.93,80.71,0.857,1.25,0.3293,0.25,0.1173,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,5,114.1,0.42,22.41,4.875,33.726,23.135,8.26,8.41,7.12,117.81,80.77,0.854,1.36,0.3526,0.26,0.1183,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,6,116,0.7,22.02,4.833,33.708,23.232,8.26,8.49,7.17,118.15,80.42,0.872,1.62,0.405,0.33,0.1235,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,7,117.4,0.74,21.61,4.792,33.699,23.337,8.26,8.5,7.22,117.38,79.95,0.895,1.8,0.4407,0.38,0.1265,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,8,119,0.55,21.28,4.757,33.687,23.42,8.26,8.4,7.27,115.35,79.59,0.913,1.89,0.4575,0.37,0.1263,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,9,120.6,0.75,20.77,4.705,33.669,23.542,8.25,8.36,7.33,113.76,79.71,0.907,2,0.4791,0.4,0.1284,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,10,121.9,0.73,20.31,4.659,33.664,23.662,8.24,8.37,7.4,112.9,79.88,0.899,2.36,0.5515,0.49,0.1344,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,11,123.7,0.48,20.04,4.632,33.661,23.732,8.24,8.36,7.44,112.19,79.44,0.92,2.36,0.552,0.47,0.1329,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,12,125.4,0.82,19.64,4.591,33.645,23.824,8.24,8.36,7.49,111.37,79.41,0.922,2.81,0.6421,0.61,0.143,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,13,127,0.54,19.37,4.564,33.641,23.889,8.25,7.96,7.53,105.57,79.17,0.934,3.18,0.7159,0.6,0.1419,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,14,128.7,0.68,18.46,4.47,33.593,24.08,8.24,7.76,7.66,101.15,78.86,0.95,2.61,0.6026,0.64,0.1451,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,15,130.2,0.66,17.5,4.376,33.581,24.308,8.21,7.86,7.8,100.62,80.63,0.861,2.1,0.5,0.71,0.1502,0.01,5,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,16,131.7,0.65,16.91,4.318,33.569,24.438,8.22,7.94,7.89,100.44,83.26,0.733,1.95,0.4698,0.72,0.1507,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,17,133.10001,0.82,16.66,4.293,33.565,24.493,8.23,7.98,7.93,100.48,84.84,0.658,1.2,0.3199,0.71,0.1501,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,18,134.5,0.62,16.62,4.289,33.569,24.507,8.24,7.99,7.94,100.53,86.15,0.597,0.87,0.2542,0.71,0.1503,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,19,136.5,0.46,16.62,4.291,33.576,24.511,8.24,8.03,7.94,101.03,86.78,0.567,0.91,0.2629,0.72,0.1506,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,20,138.2,0.76,16.58,4.286,33.577,24.522,8.25,8.04,7.95,101,86.85,0.564,0.72,0.2238,0.68,0.1479,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,21,139.7,0.61,16.48,4.277,33.576,24.543,8.26,8.1,7.96,101.67,86.84,0.564,0.72,0.2231,0.68,0.1476,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,22,141.2,0.8,16.34,4.263,33.571,24.573,8.27,8.2,7.98,102.56,87.05,0.555,0.64,0.2082,0.64,0.1451,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,23,142.39999,0.78,16.2,4.249,33.57,24.604,8.28,8.21,8.01,102.43,87.13,0.551,0.6,0.2007,0.56,0.1395,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,24,143.89999,0.59,16.06,4.235,33.565,24.632,8.29,8.17,8.03,101.63,87.53,0.533,0.62,0.2032,0.58,0.141,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,25,145.5,0.7,15.97,4.227,33.564,24.652,8.29,8.16,8.04,101.36,87.69,0.526,0.57,0.1935,0.54,0.1377,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,26,147,0.63,15.82,4.212,33.552,24.675,8.29,8.23,8.07,101.94,87.72,0.524,0.57,0.1944,0.54,0.1381,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,27,148.60001,0.58,15.58,4.188,33.537,24.717,8.3,8.28,8.11,102.08,87.97,0.513,0.52,0.1837,0.47,0.1331,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,28,150.3,0.66,15.41,4.17,33.528,24.748,8.31,8.31,8.13,102.09,88.31,0.497,0.48,0.1766,0.35,0.1245,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,29,152,0.56,15.3,4.159,33.524,24.77,8.32,8.29,8.15,101.57,88.59,0.485,0.48,0.1755,0.33,0.1234,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,30,153.5,0.82,15.25,4.155,33.525,24.781,8.32,8.27,8.16,101.19,88.66,0.482,0.49,0.1776,0.28,0.1196,0.01,5,NaN,5
Summer,Hyperion,8/10/2018,10:23:00,3205,1,31,154.89999,0.66,15.19,4.149,33.525,24.795,8.32,8.22,8.17,100.46,88.56,0.486,0.53,0.1865,0.29,0.1203,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,32,156.39999,0.66,15.15,4.145,33.525,24.804,8.33,8.12,8.18,99.21,88.56,0.486,0.55,0.1891,0.3,0.1208,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,33,157.8,0.78,14.97,4.128,33.523,24.841,8.32,8.08,8.21,98.34,88.57,0.485,0.53,0.1866,0.34,0.1242,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,34,159.2,0.68,14.78,4.109,33.516,24.877,8.32,8.04,8.24,97.56,88.43,0.492,0.5,0.1808,0.35,0.1246,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,35,160.5,0.81,14.67,4.099,33.514,24.898,8.33,8.05,8.26,97.46,88.55,0.487,0.49,0.1778,0.34,0.124,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,36,162.39999,0.43,14.59,4.091,33.514,24.916,8.33,8,8.27,96.7,88.68,0.481,0.55,0.1903,0.34,0.1243,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,37,164.3,0.78,14.54,4.086,33.51,24.923,8.33,7.92,8.28,95.63,88.69,0.48,0.56,0.1913,0.35,0.1249,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,38,165.7,0.63,14.35,4.067,33.504,24.96,8.33,7.88,8.31,94.75,88.67,0.481,0.52,0.184,0.35,0.1246,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,39,167.3,0.68,14.2,4.054,33.503,24.989,8.33,7.79,8.34,93.37,88.54,0.487,0.53,0.1868,0.35,0.1243,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,40,168.60001,0.86,14.05,4.038,33.495,25.016,8.34,7.73,8.36,92.41,88.73,0.478,0.53,0.1862,0.35,0.1245,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,41,170,0.61,13.9,4.024,33.495,25.047,8.34,7.7,8.39,91.66,88.79,0.476,0.59,0.1985,0.34,0.124,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,42,171.7,0.62,13.8,4.015,33.497,25.068,8.34,7.54,8.41,89.64,88.74,0.478,0.67,0.2141,0.32,0.1223,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,43,173.2,0.74,13.68,4.005,33.499,25.094,8.34,7.36,8.43,87.3,88.76,0.477,0.67,0.2132,0.31,0.1219,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,44,174.7,0.6,13.55,3.993,33.505,25.125,8.33,7.26,8.45,85.85,88.6,0.484,0.74,0.227,0.32,0.1227,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,45,176.5,0.52,13.37,3.977,33.513,25.167,8.32,7.22,8.48,85.15,88.5,0.489,0.83,0.246,0.33,0.1233,0.01,5,5,5
Summer,Hyperion,8/10/2018,10:23:00,3205,1,46,178.10001,0.89,13.35,3.975,33.512,25.171,8.32,7.17,8.48,84.48,88.45,0.491,0.8,0.2409,0.33,0.1233,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,47,179.2,0.94,13.26,3.966,33.507,25.185,8.32,7.12,8.5,83.67,88.44,0.491,0.82,0.2438,0.32,0.1229,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,48,180.5,0.6,13.18,3.959,33.507,25.201,8.32,7.03,8.51,82.55,88.35,0.495,0.98,0.2755,0.32,0.1223,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,49,182.5,0.46,13.14,3.955,33.51,25.212,8.32,6.97,8.52,81.81,88.4,0.493,0.78,0.2354,0.35,0.1249,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,50,184.39999,0.66,13.13,3.954,33.514,25.218,8.32,6.95,8.52,81.48,88.49,0.489,0.67,0.2144,0.39,0.1273,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,51,185.89999,0.72,13.1,3.952,33.515,25.223,8.32,6.93,8.53,81.23,88.47,0.49,0.67,0.2138,0.38,0.1267,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,52,187.10001,0.84,13.08,3.95,33.516,25.229,8.32,6.9,8.53,80.89,88.52,0.488,0.66,0.2128,0.38,0.1265,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,53,188.39999,0.8,13.06,3.948,33.515,25.232,8.32,6.86,8.54,80.31,88.58,0.485,0.63,0.2052,0.38,0.1267,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,54,189.7,0.7,13.02,3.945,33.518,25.242,8.32,6.83,8.54,79.96,88.64,0.482,0.64,0.208,0.37,0.1261,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,55,191.2,0.63,12.99,3.942,33.518,25.249,8.32,6.8,8.55,79.56,88.72,0.479,0.6,0.2002,0.36,0.1252,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,56,192.8,0.69,12.91,3.936,33.521,25.266,8.32,6.74,8.56,78.71,88.67,0.481,0.58,0.1962,0.34,0.124,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,57,194.5,0.49,12.85,3.93,33.523,25.28,8.32,6.66,8.57,77.61,88.65,0.482,0.6,0.2006,0.33,0.1229,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,58,196.60001,0.54,12.65,3.911,33.522,25.318,8.32,6.41,8.61,74.42,88.84,0.473,0.51,0.1825,0.28,0.12,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,59,198.10001,0.8,12.46,3.895,33.531,25.362,8.31,6.16,8.64,71.23,88.93,0.469,0.55,0.1896,0.24,0.117,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,60,199.2,1.01,12.28,3.88,33.547,25.408,8.29,6.1,8.67,70.25,89.02,0.465,0.4,0.1602,0.24,0.1169,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,61,200.39999,0.74,12.26,3.877,33.55,25.416,8.29,6.05,8.68,69.7,89.15,0.459,0.37,0.155,0.26,0.1181,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,62,201.89999,0.68,12.25,3.877,33.551,25.419,8.28,6.03,8.68,69.49,89.19,0.458,0.35,0.1502,0.27,0.1193,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,63,203.3,0.75,12.24,3.877,33.552,25.42,8.28,6.01,8.68,69.19,89.25,0.455,0.34,0.1484,0.28,0.1198,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,64,204.7,0.61,12.24,3.877,33.554,25.422,8.28,5.99,8.68,68.95,89.24,0.455,0.35,0.1498,0.29,0.1207,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,65,206.8,0.42,12.24,3.877,33.555,25.423,8.28,5.94,8.68,68.38,89.23,0.456,0.34,0.1485,0.3,0.1214,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,66,208.7,0.74,12.23,3.876,33.555,25.425,8.28,5.78,8.68,66.57,89.2,0.457,0.33,0.1462,0.31,0.1221,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,67,210.10001,0.73,12.14,3.867,33.554,25.441,8.28,5.67,8.7,65.21,89.21,0.457,0.3,0.1395,0.33,0.123,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,68,211.3,0.84,12.02,3.857,33.561,25.469,8.27,5.66,8.72,64.89,89.17,0.459,0.23,0.125,0.34,0.1239,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,69,212.60001,0.71,11.97,3.853,33.562,25.479,8.27,5.64,8.73,64.64,89.16,0.459,0.22,0.1237,0.33,0.1229,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,70,214.10001,0.69,11.95,3.851,33.564,25.485,8.27,5.61,8.74,64.21,89,0.466,0.2,0.1204,0.32,0.1224,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,71,215.8,0.5,11.93,3.849,33.564,25.489,8.27,5.58,8.74,63.82,89.13,0.46,0.19,0.1188,0.33,0.1232,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,72,217.8,0.53,11.9,3.847,33.565,25.494,8.26,5.57,8.74,63.7,89.19,0.458,0.19,0.1176,0.33,0.1234,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,73,219.8,0.51,11.89,3.846,33.565,25.497,8.26,5.56,8.75,63.57,89.25,0.455,0.18,0.1158,0.33,0.1232,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,74,221.39999,0.86,11.88,3.845,33.566,25.5,8.26,5.58,8.75,63.75,89.28,0.453,0.19,0.1172,0.33,0.1232,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,75,223,0.52,11.85,3.842,33.568,25.507,8.26,5.58,8.75,63.72,89.33,0.451,0.18,0.1162,0.32,0.1226,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:23:00,3205,1,76,224.89999,0.52,11.84,3.842,33.569,25.509,8.26,5.58,8.76,63.7,89.32,0.452,0.18,0.1156,0.32,0.1223,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,1,132.60001,0.43,24.12,5.053,33.773,22.677,8.2,7.63,6.91,110.21,85.72,0.616,0.41,0.1626,-0.01,0.0994,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,2,134.39999,0.54,24.12,5.053,33.774,22.677,8.2,7.63,6.9,110.17,85.8,0.613,0.45,0.1699,0,0.0998,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,3,135.89999,0.84,24.16,5.056,33.773,22.666,8.2,7.63,6.9,110.35,85.87,0.609,0.48,0.1751,-0.01,0.0996,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,4,137.2,0.72,24.09,5.05,33.773,22.686,8.2,7.64,6.91,110.26,85.77,0.614,0.47,0.1746,-0.01,0.0995,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,5,138.89999,0.53,24.04,5.044,33.77,22.7,8.2,7.76,6.92,111.96,85.51,0.626,0.47,0.1742,0,0.0999,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,6,140.5,0.73,23.91,5.029,33.759,22.729,8.2,8.17,6.93,117.56,85.77,0.614,0.57,0.195,0.01,0.1007,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,7,142.10001,0.6,22.36,4.867,33.704,23.133,8.23,8.45,7.13,118.3,85.5,0.627,0.74,0.2278,0.19,0.1135,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,8,143.60001,0.69,21.41,4.771,33.684,23.38,8.24,8.6,7.25,118.34,85.08,0.646,1.23,0.3255,0.39,0.1273,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,9,145.10001,0.68,21.1,4.74,33.681,23.463,8.24,8.53,7.29,116.81,83.11,0.74,1.64,0.4088,0.47,0.133,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,10,146.60001,0.64,20.95,4.723,33.674,23.5,8.25,8.44,7.31,115.26,81.31,0.828,1.75,0.4305,0.47,0.1333,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,11,148.3,0.56,20.46,4.673,33.66,23.62,8.24,8.44,7.38,114.18,80.61,0.862,1.72,0.4244,0.43,0.1304,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,12,150,0.67,20.02,4.63,33.653,23.729,8.24,8.47,7.44,113.63,80.04,0.891,1.71,0.423,0.44,0.1308,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,13,151.5,0.66,19.67,4.594,33.644,23.814,8.24,8.43,7.49,112.41,80.69,0.858,1.68,0.4169,0.42,0.1294,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,14,153,0.66,19.29,4.555,33.632,23.902,8.24,8.43,7.54,111.56,81.21,0.832,1.69,0.4174,0.52,0.1367,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,15,154.5,0.71,18.91,4.517,33.624,23.994,8.24,8.46,7.6,111.25,81.92,0.798,1.62,0.4032,0.7,0.1494,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,16,156,0.6,18.52,4.478,33.614,24.083,8.25,8.48,7.65,110.66,82.33,0.778,1.58,0.3963,0.71,0.1498,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,17,157.8,0.57,18.14,4.441,33.607,24.172,8.25,8.47,7.71,109.77,83.01,0.745,1.44,0.3679,0.55,0.1384,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,18,159.39999,0.72,17.45,4.371,33.581,24.319,8.26,8.53,7.81,109.01,83.49,0.722,1.39,0.3579,0.45,0.1314,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,19,160.7,0.73,16.89,4.317,33.582,24.453,8.27,8.58,7.9,108.54,84.08,0.694,1.08,0.2958,0.42,0.1296,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,20,162.5,0.49,16.73,4.301,33.576,24.485,8.28,8.53,7.92,107.55,85.33,0.635,1.14,0.3083,0.41,0.129,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,21,164.10001,1.02,16.53,4.282,33.577,24.533,8.29,8.5,7.95,106.68,86.45,0.583,0.8,0.2399,0.41,0.1285,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,22,165.10001,0.88,16.35,4.264,33.574,24.573,8.29,8.45,7.98,105.74,86.85,0.564,0.76,0.2321,0.41,0.1288,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,23,166.8,0.47,16.19,4.249,33.571,24.605,8.29,8.36,8.01,104.36,87.13,0.551,0.81,0.2417,0.42,0.1294,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,24,168.5,0.84,15.91,4.222,33.563,24.662,8.3,8.32,8.05,103.28,87.35,0.541,0.72,0.2234,0.45,0.1313,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,25,170,0.6,15.76,4.207,33.562,24.696,8.3,8.27,8.08,102.34,87.61,0.529,0.71,0.2214,0.45,0.1319,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,26,171.7,0.56,15.57,4.188,33.549,24.729,8.31,8.23,8.11,101.4,87.65,0.528,0.73,0.2264,0.42,0.1293,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,27,173.2,0.87,15.38,4.169,33.545,24.769,8.31,8.19,8.14,100.54,87.74,0.523,0.72,0.2246,0.36,0.1256,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,28,174.3,0.97,15.26,4.158,33.546,24.795,8.31,8.18,8.16,100.22,87.81,0.52,0.76,0.2314,0.38,0.1265,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,29,175.89999,0.48,15.18,4.15,33.547,24.814,8.31,8.15,8.17,99.69,87.8,0.52,0.78,0.2353,0.39,0.1278,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,30,177.8,0.7,15.13,4.146,33.547,24.824,8.32,8.11,8.18,99.06,87.76,0.522,0.8,0.2395,0.4,0.1284,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,31,179.2,0.66,15.04,4.137,33.546,24.844,8.32,8.1,8.19,98.81,87.73,0.524,0.77,0.2349,0.41,0.1289,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,32,180.89999,0.6,14.97,4.13,33.542,24.857,8.32,8.06,8.21,98.11,87.69,0.525,0.81,0.2421,0.41,0.1289,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,33,182.2,0.99,14.78,4.111,33.535,24.892,8.33,8.03,8.24,97.36,87.79,0.521,0.9,0.2609,0.4,0.128,NaN,NaN,NaN,NaN
Summer,Hyperion,8/10/2018,10:43:00,3206,1,34,183.3,0.85,14.57,4.09,33.527,24.93,8.33,7.99,8.27,96.49,87.6,0.53,0.95,0.2705,0.38,0.127,NaN,NaN,NaN,NaN
